precio,banos,dormitorios,superficie_total,superficie_construida,estacionamiento,latitud,longitud
112971960.0,2.0,3.0,150.0,59.0,0.0,-33.572221,-70.802099
113482080.0,1.0,3.0,148.0,56.0,1.0,-33.729663,-70.722315
112461840.0,2.0,4.0,116.0,90.0,1.0,-33.596889,-70.692009
112501080.0,2.0,5.0,358.0,196.0,0.0,-33.385323,-70.639839
113796000.0,1.0,3.0,135.0,65.0,0.0,-33.541343,-70.782309
113796000.0,1.0,3.0,120.0,62.0,1.0,-33.463683,-70.733886
113796000.0,1.0,3.0,120.0,56.0,0.0,-33.410669,-70.692018
114384600.0,2.0,4.0,223.0,120.0,1.0,-33.545697,-70.785972
113874480.0,1.0,3.0,107.0,70.0,0.0,-33.576839,-70.60556
114973200.0,1.0,3.0,165.0,105.0,0.0,-33.589859,-70.582275
114973200.0,1.0,2.0,170.0,90.0,0.0,-33.458332,-70.739767
114973200.0,2.0,5.0,115.0,100.0,0.0,-33.498352,-70.738884
114973200.0,2.0,3.0,11.0,1.0,0.0,-33.60016,-70.551787
114973200.0,1.0,3.0,130.0,120.0,1.0,-33.514464,-70.752839
114973200.0,1.0,2.0,175.0,50.0,0.0,-33.587913,-70.570272
114973200.0,2.0,3.0,90.0,47.0,1.0,-33.398899,-70.741463
114973200.0,2.0,4.0,97.0,95.0,1.0,-33.568636,-70.594812
114973200.0,3.0,4.0,124.0,78.0,0.0,-33.57423227,-70.59892488
114973200.0,1.0,4.0,90.0,70.0,0.0,-33.401386,-70.747664
114973200.0,2.0,3.0,120.0,100.0,1.0,-33.594043,-70.606277
114973200.0,2.0,4.0,120.0,70.0,1.0,-33.597082,-70.692226
115365600.0,2.0,3.0,176.0,176.0,0.0,-33.6074797,-70.5198547
115561800.0,1.0,3.0,139.2,107.48,0.0,-33.600012,-70.573423
115758000.0,2.0,3.0,140.0,94.93,0.0,-33.466493,-70.740435
116974440.0,1.0,4.0,194.0,122.0,1.0,-33.467297,-70.696312
116974440.0,3.0,3.0,90.0,68.0,1.0,-33.591816,-70.556641
116974440.0,1.0,3.0,186.0,100.0,1.0,-33.495676,-70.739619
116974440.0,1.0,3.0,200.0,90.0,1.0,-33.56618,-70.664314
117602280.0,2.0,5.0,140.0,120.0,0.0,-33.514606,-70.577835
117720000.0,3.0,4.0,89.0,80.0,0.0,-33.549446,-70.764119
117720000.0,2.0,3.0,118.0,66.0,0.0,-33.620556,-70.685834
117720000.0,2.0,3.0,84.0,72.0,0.0,-33.72699878,-70.71563074
117720000.0,2.0,3.0,200.0,120.0,1.0,-33.556004,-70.573975
117720000.0,2.0,3.0,120.0,50.0,0.0,-33.624425,-70.708853
117955440.0,1.0,3.0,147.0,60.0,1.0,-33.592122,-70.537865
117720000.0,1.0,3.0,124.0,87.0,0.0,-33.67828318,-71.18794539
118975680.0,1.0,4.0,176.0,140.0,0.0,-33.477448,-70.633137
117955440.0,2.0,2.0,160.0,70.0,1.0,-33.528865,-70.789405
117955440.0,3.0,4.0,130.0,90.0,1.0,-33.503956,-70.786858
118975680.0,3.0,3.0,250.0,70.0,0.0,-33.441376,-70.72863
118975680.0,1.0,3.0,91.0,51.0,0.0,-33.404508,-70.758068
118975680.0,1.0,3.0,133.0,80.0,0.0,-33.573734,-70.561592
118975680.0,1.0,3.0,57.0,57.0,0.0,-33.504145,-70.627103
119956680.0,2.0,3.0,177.0,123.0,0.0,-33.472115,-70.742279
119956680.0,2.0,3.0,187.0,98.0,0.0,-33.474275,-70.750587
119956680.0,2.0,4.0,260.0,105.0,0.0,-33.515754,-70.687184
119956680.0,2.0,4.0,120.0,84.0,1.0,-33.50989,-70.756443
119956680.0,1.0,3.0,100.0,100.0,1.0,-33.359222,-70.739933
119956680.0,2.0,3.0,150.0,78.0,0.0,-33.616646,-70.687691
119956680.0,1.0,2.0,246.0,92.0,0.0,-33.504929,-70.724907
119956680.0,2.0,4.0,162.0,72.0,1.0,-33.47494355,-70.56605543
119956680.0,3.0,5.0,180.0,110.0,1.0,-33.401909,-70.624069
119956680.0,2.0,3.0,116.0,76.0,1.0,-33.765296,-70.736219
119956680.0,2.0,4.0,120.0,120.0,0.0,-33.609119,-70.587532
119956680.0,2.0,4.0,120.0,95.4,0.0,-33.473583,-70.740036
119956680.0,2.0,3.0,100.0,80.0,0.0,-33.578011,-70.559334
119956680.0,2.0,4.0,73.0,51.0,0.0,-33.612133,-70.585915
119956680.0,2.0,2.0,162.0,63.0,1.0,-33.512363,-70.623813
119956680.0,2.0,3.0,110.0,57.0,1.0,-33.600869,-70.55063
119956680.0,1.0,5.0,200.0,152.0,1.0,-33.583514,-70.70762
119956680.0,2.0,4.0,230.0,140.0,0.0,-33.542769,-70.643781
119956680.0,1.0,3.0,160.0,142.0,0.0,-33.49481,-70.634841
119956680.0,1.0,5.0,200.0,152.0,1.0,-33.583514,-70.70762
119956680.0,1.0,2.0,350.0,94.0,0.0,-33.49045351,-70.63711707
119956680.0,2.0,3.0,120.0,80.0,0.0,-33.607744,-70.602053
119956680.0,1.0,4.0,135.0,99.0,0.0,-33.477394,-70.748596
119956680.0,1.0,3.0,180.0,170.0,0.0,-33.39847663,-70.67921153
119956680.0,2.0,5.0,180.0,160.0,1.0,-33.485501,-70.630992
119956680.0,1.0,3.0,152.0,97.0,1.0,-33.502529,-70.751069
119956680.0,1.0,3.0,150.0,90.0,1.0,-33.577201,-70.564822
119956680.0,1.0,3.0,120.0,65.0,0.0,-33.57002553,-70.67140924
119956680.0,1.0,3.0,146.0,94.0,1.0,-33.567022,-70.672784
119956680.0,2.0,5.0,108.0,78.0,0.0,-33.406983,-70.643457
119956680.0,2.0,3.0,375.0,100.0,0.0,-33.307225,-70.79047
119956680.0,1.0,5.0,156.0,108.12,0.0,-33.19322,-70.674632
120976920.0,1.0,3.0,155.0,80.0,1.0,-33.477051,-70.729759
121644000.0,1.0,3.0,172.0,71.0,,-33.286493,-70.872905
121644000.0,1.0,3.0,144.0,57.0,1.0,-33.353585,-70.730354
121957920.0,2.0,3.0,90.0,70.0,0.0,-33.543777,-70.790657
121957920.0,2.0,3.0,90.0,70.0,0.0,-33.472797,-70.73567
121957920.0,1.0,2.0,83.0,73.0,0.0,-33.459379,-70.735485
122428800.0,2.0,7.0,307.0,96.0,0.0,-33.437191,-70.761871
122978160.0,1.0,3.0,97.0,60.0,0.0,-33.5292946,-70.57761737
122428800.0,1.0,3.0,60.0,60.0,0.0,-33.364777,-70.497963
123606000.0,2.0,2.0,140.0,69.0,1.0,-33.641188,-70.706444
123919920.0,1.0,4.0,145.2,90.5,0.0,-33.567995,-70.579207
124076880.0,2.0,3.0,160.0,60.0,0.0,-33.327821,-70.765208
124900920.0,2.0,3.0,112.0,70.0,1.0,-33.45435099,-70.759106
124273080.0,1.0,3.0,104.0,70.0,0.0,-33.55506273,-70.62297357
124979400.0,1.0,3.0,100.0,80.0,0.0,-33.457344,-70.698784
124979400.0,1.0,3.0,105.0,105.0,0.0,-33.545886,-70.583968
124979400.0,1.0,3.0,250.0,75.0,0.0,-33.503561,-70.687903
124979400.0,2.0,3.0,100.0,98.0,0.0,-33.45878317,-70.74013975
124979400.0,2.0,3.0,95.0,79.0,0.0,-33.556274,-70.554802
124979400.0,2.0,4.0,320.0,180.0,0.0,-33.376541,-70.634323
124979400.0,1.0,4.0,162.0,95.0,0.0,-33.624229,-70.587697
124979400.0,1.0,3.0,160.0,85.0,1.0,-33.555878,-70.556366
124979400.0,1.0,3.0,260.0,90.0,1.0,-33.58905,-70.693601
124979400.0,2.0,3.0,152.0,70.0,0.0,-33.497273,-70.743048
124979400.0,3.0,3.0,122.0,75.0,0.0,-33.56568,-70.778603
124979400.0,1.0,3.0,153.0,60.0,0.0,-33.54835883,-70.59647697
124979400.0,2.0,3.0,123.0,60.0,0.0,-33.54567778,-70.58701345
124979400.0,2.0,4.0,222.0,152.0,0.0,-33.479191,-70.732004
124979400.0,2.0,3.0,10.0,10.0,0.0,-33.467041,-70.703476
124979400.0,1.0,3.0,135.0,50.0,0.0,-33.35393,-70.747743
125450280.0,2.0,3.0,85.0,64.0,0.0,-33.556999,-70.555679
125568000.0,2.0,3.0,170.0,100.0,0.0,-33.424156,-70.662735
125568000.0,2.0,3.0,133.0,67.0,1.0,-33.36241,-70.717576
124979400.0,1.0,2.0,110.0,61.0,0.0,-33.47217,-70.663739
125568000.0,1.0,2.0,150.0,60.0,0.0,-33.528883,-70.591053
126627480.0,2.0,5.0,162.0,162.0,1.0,-33.415594,-70.735859
125568000.0,3.0,3.0,100.0,64.0,0.0,-33.59681097,-70.55012899
125568000.0,1.0,3.0,133.0,56.0,0.0,-33.73995043,-70.74653374
125568000.0,2.0,3.0,97.0,84.0,0.0,-33.502665,-70.717569
126941400.0,2.0,2.0,121.8,78.0,1.0,-33.555981,-70.794765
126941400.0,2.0,2.0,89.0,65.0,1.0,-33.60574149,-70.53858365
126941400.0,1.0,2.0,117.0,73.0,1.0,-33.561333,-70.573296
126941400.0,2.0,3.0,162.0,82.0,1.0,-33.567956,-70.577209
126941400.0,2.0,2.0,122.0,78.0,0.0,-33.55625885,-70.79432725
127530000.0,1.0,3.0,80.0,60.0,0.0,-33.364799,-70.497962
127961640.0,1.0,2.0,136.0,48.0,1.0,-33.53443,-70.78167
127961640.0,3.0,3.0,105.0,63.0,0.0,-33.595321,-70.551831
127961640.0,2.0,3.0,110.0,72.0,0.0,-33.56825224,-70.82256162
127961640.0,3.0,3.0,117.0,80.0,0.0,-33.566061,-70.7778
128707200.0,2.0,3.0,128.0,85.0,1.0,-33.441471,-70.747391
128707200.0,2.0,4.0,2.0,2.0,0.0,-33.433765,-70.74968
128942640.0,1.0,3.0,238.0,84.0,1.0,-33.384401,-70.658668
129492000.0,1.0,4.0,210.0,107.0,1.0,-33.4953,-70.671162
128942640.0,2.0,4.0,161.0,110.0,1.0,-33.524541,-70.757019
129962880.0,2.0,3.0,137.0,57.0,0.0,-33.591147,-70.596753
129962880.0,2.0,5.0,350.0,350.0,1.0,-33.521749,-70.641469
129962880.0,2.0,4.0,222.53,118.58,0.0,-33.350292,-70.739731
129492000.0,2.0,5.0,162.0,85.0,0.0,-33.536519,-70.600731
129962880.0,2.0,3.0,220.0,85.0,1.0,-33.514964,-70.749409
129962880.0,2.0,4.0,271.0,165.0,1.0,-33.564323,-70.660461
129962880.0,2.0,4.0,131.0,97.0,1.0,-33.574138,-70.575587
129962880.0,3.0,4.0,139.0,120.0,1.0,-33.592839,-70.593223
129962880.0,1.0,3.0,100.0,90.0,0.0,-33.462984,-70.702407
129962880.0,1.0,3.0,100.0,70.0,0.0,-33.466232,-70.736389
129962880.0,3.0,5.0,172.0,117.0,1.0,-33.435656,-70.723076
129962880.0,2.0,5.0,120.0,100.0,0.0,-33.678207,-70.992548
129962880.0,2.0,4.0,1.0,1.0,0.0,-33.477865,-70.726106
129962880.0,2.0,3.0,199.0,55.0,0.0,-33.298141,-70.870973
129962880.0,2.0,3.0,126.0,62.0,0.0,-33.61960827,-70.68417688
129962880.0,2.0,6.0,152.0,137.0,0.0,-33.57793566,-70.60652538
129962880.0,1.0,3.0,170.0,94.0,1.0,-33.499803,-70.6243
129962880.0,1.0,4.0,66.57,65.57,1.0,-33.411106,-70.72644
129962880.0,1.0,2.0,218.0,50.0,0.0,-33.505825,-70.767204
129962880.0,2.0,3.0,162.0,101.0,1.0,-33.546188,-70.594757
129962880.0,2.0,3.0,124.0,104.0,0.0,-33.469831,-70.744005
129962880.0,2.0,3.0,220.0,85.0,0.0,-33.514955,-70.749437
129962880.0,2.0,3.0,150.0,100.0,0.0,-33.608407,-70.900428
129962880.0,1.0,5.0,102.0,77.0,0.0,-33.429559,-70.670939
129962880.0,3.0,4.0,200.0,130.0,0.0,-33.494398,-70.675503
129962880.0,3.0,4.0,200.0,130.0,0.0,-33.494398,-70.675503
129962880.0,1.0,3.0,120.72,37.2,0.0,-33.589297,-70.597811
129962880.0,1.0,3.0,191.0,81.5,0.0,-33.411986,-70.710631
129962880.0,2.0,3.0,132.0,120.0,1.0,-33.50327,-70.733214
129962880.0,2.0,3.0,209.0,85.0,0.0,-33.514955,-70.749437
129962880.0,1.0,3.0,171.0,73.0,1.0,-33.48423703,-70.63045692
129962880.0,1.0,4.0,120.0,80.0,0.0,-33.551604,-70.611747
129962880.0,1.0,3.0,200.0,68.0,1.0,-33.382905,-70.660677
130080600.0,2.0,3.0,180.0,80.0,1.0,-33.465479,-70.555121
130041360.0,2.0,3.0,134.0,59.0,0.0,-33.523522,-70.7902
130119840.0,1.0,3.0,67.0,58.0,1.0,-33.492733,-70.601043
130119840.0,1.0,3.0,170.0,74.0,1.0,-33.452949,-70.735041
130355280.0,1.0,4.0,208.0,129.0,0.0,-33.581456,-70.709959
130473000.0,1.0,3.0,184.0,56.0,1.0,-33.363346,-70.725756
130747680.0,1.0,3.0,168.0,104.0,1.0,-33.606747,-70.585618
131964120.0,3.0,3.0,1.0,1.0,0.0,-33.64446117,-70.69644594
131454000.0,2.0,2.0,120.0,100.0,1.0,-33.584594,-70.586571
131846400.0,3.0,3.0,115.0,80.0,1.0,-33.350542,-70.741489
131336280.0,2.0,4.0,562.0,100.0,1.0,-33.808588,-70.803627
131257800.0,1.0,3.0,173.0,60.0,0.0,-33.533463,-70.787041
133416000.0,1.0,3.0,105.0,44.0,0.0,-33.446723,-70.74326
132945120.0,1.0,3.0,105.0,105.0,1.0,-33.514355,-70.646049
132984360.0,2.0,3.0,130.0,90.0,0.0,-33.564567,-70.556447
133416000.0,2.0,3.0,120.0,86.0,1.0,-33.72882044,-70.71870621
132474240.0,2.0,4.0,164.0,102.0,1.0,-33.45234983,-70.76892735
133416000.0,1.0,3.0,133.0,98.0,0.0,-33.574493,-70.568046
133416000.0,3.0,3.0,100.0,75.0,0.0,-33.565849,-70.777546
133416000.0,3.0,5.0,220.0,120.0,0.0,-33.558719,-70.667089
133416000.0,1.0,3.0,120.0,59.0,1.0,-33.589725,-70.550435
133416000.0,1.0,2.0,160.0,80.0,0.0,-33.541803,-70.655953
133965360.0,2.0,3.0,111.0,87.0,0.0,-33.616971,-70.688359
133965360.0,2.0,3.0,208.0,87.0,1.0,-33.58283349,-70.71061723
133965360.0,2.0,3.0,208.0,87.0,0.0,-33.58365542,-70.71023137
134200800.0,2.0,4.0,271.0,139.0,0.0,-33.537518,-70.793008
134279280.0,2.0,4.0,141.0,100.0,0.0,-33.602982,-70.674042
134946360.0,2.0,3.0,99.0,81.0,0.0,-33.435108,-70.776848
134946360.0,3.0,3.0,130.0,95.0,0.0,-33.394093,-70.753433
134946360.0,1.0,3.0,170.0,94.0,0.0,-33.499803,-70.6243
134946360.0,2.0,2.0,211.0,47.0,1.0,-33.56554,-70.595146
134946360.0,2.0,3.0,105.0,71.0,0.0,-33.670433,-70.944806
134946360.0,2.0,3.0,138.0,61.0,0.0,-33.526605,-70.788562
134946360.0,2.0,3.0,123.0,123.0,0.0,-33.432041,-70.741501
134946360.0,2.0,6.0,121.0,97.0,1.0,-33.594563,-70.575399
134946360.0,1.0,3.0,1006.0,815.0,1.0,-33.41604953,-70.69418793
134946360.0,3.0,7.0,180.0,120.0,1.0,-33.47101179,-70.55439721
134946360.0,2.0,5.0,122.0,100.0,1.0,-33.56708,-70.56763
134946360.0,3.0,3.0,152.0,79.0,1.0,-33.356225,-70.745851
134946360.0,1.0,4.0,144.0,90.0,1.0,-33.462606,-70.7078
134946360.0,2.0,3.0,140.0,60.0,0.0,-33.568357,-70.566388
135181800.0,3.0,3.0,96.0,72.0,0.0,-33.545524,-70.791711
135378000.0,2.0,4.0,120.0,75.0,0.0,-33.486401,-70.772957
136947600.0,1.0,3.0,139.0,135.0,0.0,-33.416138,-70.704033
137340000.0,2.0,3.0,140.0,75.0,0.0,-33.497154,-70.740578
136947600.0,2.0,3.0,126.0,67.0,0.0,-33.609514,-70.575425
137340000.0,2.0,4.0,230.0,120.0,1.0,-33.59338446,-70.56284671
137340000.0,1.0,3.0,150.0,69.0,0.0,-33.598115,-70.704183
137340000.0,2.0,3.0,122.0,62.0,0.0,-33.731991,-70.741953
137340000.0,2.0,3.0,160.0,152.0,1.0,-33.372341,-70.680978
137340000.0,1.0,2.0,173.0,57.0,1.0,-33.532606,-70.790796
137340000.0,2.0,4.0,150.0,113.0,0.0,-33.608407,-70.900428
137967840.0,3.0,3.0,96.0,71.0,1.0,-33.545503,-70.791725
137340000.0,2.0,3.0,147.0,70.0,0.0,-33.727562,-70.728661
139380480.0,2.0,4.0,112.0,44.0,0.0,-33.463322,-70.737023
139458960.0,1.0,3.0,220.5,63.0,0.0,-33.495607,-70.705291
139458960.0,2.0,3.0,155.0,77.0,1.0,-33.636288,-70.674481
139576680.0,2.0,3.0,130.0,65.0,0.0,-33.615121,-70.88818
139969080.0,2.0,3.0,1000.0,140.0,0.0,-33.678207,-70.992548
139969080.0,2.0,3.0,180.0,120.0,0.0,-33.640511,-70.693642
139969080.0,1.0,4.0,240.0,134.0,0.0,-33.54378764,-70.67595182
139969080.0,3.0,5.0,410.0,230.0,0.0,-33.537506,-70.680809
139969080.0,3.0,5.0,289.0,154.0,0.0,-33.68010982,-70.98578299
139969080.0,3.0,4.0,130.0,94.0,1.0,-33.621132,-70.712494
139969080.0,2.0,4.0,400.0,100.0,0.0,-33.5427923,-70.66701369
139969080.0,6.0,6.0,120.0,120.0,0.0,-33.444366,-70.759216
139969080.0,2.0,3.0,162.0,70.0,1.0,-33.515755,-70.583214
139969080.0,2.0,3.0,2000.0,75.0,0.0,-33.295516,-70.873504
139969080.0,2.0,3.0,282.0,162.0,0.0,-33.452972,-70.719932
139969080.0,3.0,8.0,280.0,180.0,0.0,-33.77368777,-70.82581228
139969080.0,3.0,3.0,140.0,85.0,0.0,-33.564312,-70.77566
139969080.0,2.0,5.0,190.0,100.0,0.0,-33.474098,-70.703842
139969080.0,2.0,2.0,187.0,100.0,1.0,-33.541373,-70.596108
139969080.0,1.0,2.0,200.0,90.0,0.0,-33.481235,-70.590172
139969080.0,2.0,3.0,128.0,84.0,0.0,-33.558327,-70.788014
139969080.0,1.0,3.0,202.0,78.0,0.0,-33.4657882,-70.71344966
139969080.0,1.0,3.0,160.0,160.0,0.0,-33.68828476,-71.22509477
139969080.0,2.0,3.0,107.0,56.0,1.0,-33.550292,-70.793206
139969080.0,2.0,5.0,162.0,127.0,0.0,-33.472172,-70.566968
140243760.0,3.0,3.0,118.0,82.0,0.0,-33.612775,-70.685602
139969080.0,1.0,3.0,174.0,91.0,1.0,-33.468146,-70.698392
141264000.0,2.0,3.0,220.0,85.0,0.0,-33.520092,-70.656731
141264000.0,3.0,4.0,150.0,100.0,1.0,-33.549393,-70.612
141264000.0,3.0,3.0,133.0,82.0,0.0,-33.572912,-71.084825
141970320.0,1.0,3.0,227.0,69.0,0.0,-33.521639,-70.773876
141264000.0,2.0,4.0,240.0,80.0,0.0,-33.519436,-70.771597
141264000.0,3.0,5.0,128.0,119.0,0.0,-33.559219,-70.789652
141970320.0,2.0,5.0,200.0,163.0,1.0,-33.53757586,-70.5970508
143226000.0,2.0,4.0,120.0,78.0,1.0,-33.57563039,-70.59693301
142951320.0,1.0,3.0,130.0,71.0,0.0,-33.508761,-70.750134
141970320.0,2.0,5.0,160.0,75.0,0.0,-33.477022,-70.588342
141970320.0,2.0,3.0,144.0,88.0,0.0,-33.55668566,-70.55841808
144560160.0,1.0,4.0,168.0,100.0,1.0,-33.3804637,-70.6841994
144795600.0,2.0,3.0,139.61,133.55,0.0,-33.466537,-70.637819
143461440.0,3.0,4.0,130.0,108.0,1.0,-33.495139,-70.78274
143226000.0,1.0,3.0,192.0,84.0,1.0,-33.421394,-70.73391
144952560.0,1.0,3.0,110.0,85.0,1.0,-33.486107,-70.77151
144952560.0,2.0,3.0,100.0,76.0,0.0,-33.464859,-70.541355
144952560.0,1.0,2.0,160.0,42.0,0.0,-33.52741436,-70.56428718
144952560.0,1.0,2.0,170.0,120.0,0.0,-33.58702153,-70.56365076
144952560.0,2.0,4.0,150.0,140.0,0.0,-33.525841,-70.574501
144952560.0,2.0,3.0,166.0,71.0,1.0,-33.540348,-70.555084
144952560.0,3.0,4.0,204.0,116.0,0.0,-33.595499,-70.591853
144952560.0,2.0,3.0,230.0,145.0,1.0,-33.48285,-70.741042
144952560.0,1.0,2.0,128.0,47.0,1.0,-33.573811,-70.558817
144952560.0,2.0,3.0,137.0,105.0,0.0,-33.556107,-70.555427
144952560.0,1.0,3.0,250.0,105.0,1.0,-33.568324,-70.684694
145148760.0,2.0,3.0,182.0,76.0,1.0,-33.528325,-70.58824
144952560.0,2.0,4.0,152.0,98.0,1.0,-33.552086,-70.581536
144952560.0,2.0,4.0,115.0,65.0,0.0,-33.551857,-70.593387
145188000.0,2.0,3.0,120.0,80.0,0.0,-33.603958,-70.625641
144952560.0,3.0,3.0,122.0,111.0,1.0,-33.348187,-70.740675
145188000.0,1.0,3.0,143.0,70.0,0.0,-33.532223,-70.580658
145188000.0,1.0,3.0,218.0,55.0,0.0,-33.57541,-70.830566
145188000.0,1.0,3.0,220.0,75.0,0.0,-33.5673361,-70.57257783
145188000.0,1.0,3.0,160.0,73.6,0.0,-33.49586743,-70.59376212
146169000.0,3.0,3.0,136.0,84.0,0.0,-33.59612,-70.543818
146365200.0,3.0,3.0,160.0,120.0,0.0,-33.616853,-70.707924
147071520.0,2.0,3.0,121.0,121.0,1.0,-33.58044028,-70.59162693
147110760.0,2.0,6.0,208.0,113.0,1.0,-33.580653,-70.710207
147974040.0,3.0,5.0,165.0,124.0,1.0,-33.50324596,-70.66953842
147974040.0,2.0,2.0,1.0,1.0,0.0,-33.570857,-70.571824
148327200.0,3.0,5.0,116.0,98.0,1.0,-33.459354,-70.76265
148719600.0,2.0,3.0,134.0,67.0,1.0,-33.451641,-70.754954
148955040.0,1.0,3.0,204.0,78.0,0.0,-33.496938,-70.753088
148955040.0,2.0,5.0,147.0,95.0,1.0,-33.462364,-70.729958
149112000.0,3.0,3.0,180.0,90.0,0.0,-33.20974386,-70.6883948
149112000.0,2.0,3.0,151.0,86.0,1.0,-33.528843,-70.788513
149112000.0,2.0,3.0,200.0,86.0,0.0,-33.600827,-70.862144
149112000.0,3.0,3.0,126.0,92.0,1.0,-33.354202,-70.724464
149112000.0,3.0,3.0,126.0,77.0,0.0,-33.354808,-70.726324
149112000.0,2.0,5.0,164.0,112.0,0.0,-33.468339,-70.705904
149465160.0,3.0,3.0,184.8,97.97,0.0,-33.2622,-70.702536
149975280.0,3.0,3.0,172.0,92.0,1.0,-33.437842,-70.650488
149975280.0,2.0,3.0,190.0,85.0,0.0,-33.567318,-70.589149
149975280.0,2.0,2.0,222.0,172.0,1.0,-33.530115,-70.77198
149975280.0,2.0,5.0,162.0,60.0,0.0,-33.454426,-70.7181
149975280.0,1.0,4.0,200.0,120.0,0.0,-33.496071,-70.668991
149975280.0,4.0,5.0,255.0,140.0,0.0,-33.479833,-70.531865
149975280.0,2.0,3.0,151.0,66.0,0.0,-33.350653,-70.721081
149975280.0,1.0,3.0,160.0,50.0,0.0,-33.582025,-70.565457
149975280.0,3.0,5.0,250.0,100.0,0.0,-33.571152,-70.674194
149975280.0,1.0,2.0,293.0,55.0,0.0,-33.534799,-70.664448
149975280.0,3.0,5.0,230.0,148.0,1.0,-33.40831,-70.719488
149975280.0,2.0,3.0,170.0,64.0,1.0,-33.61498102,-70.8865883
149975280.0,2.0,2.0,70.0,52.0,0.0,-33.597421,-70.54959
149975280.0,1.0,3.0,286.0,70.0,1.0,-33.492025,-70.584019
149975280.0,1.0,4.0,403.0,112.0,0.0,-33.434833,-70.701472
149975280.0,2.0,4.0,100.0,80.0,1.0,-33.530947,-70.595705
149975280.0,1.0,3.0,170.0,90.0,1.0,-33.527534,-70.648334
149975280.0,1.0,2.0,118.0,47.74,1.0,-33.535409,-70.601264
149975280.0,2.0,3.0,130.0,89.0,0.0,-33.592575,-70.550993
150093000.0,2.0,4.0,163.0,94.0,1.0,-33.402315,-70.7566
150956280.0,3.0,3.0,132.0,99.0,1.0,-33.574676,-70.574439
150289200.0,3.0,3.0,137.0,73.0,1.0,-33.5963581,-70.59312833
150289200.0,2.0,4.0,189.0,139.0,0.0,-33.496827,-70.640017
151074000.0,2.0,3.0,235.0,120.0,0.0,-33.453134,-70.756866
151074000.0,1.0,3.0,500.0,85.0,1.0,-33.2355248,-70.80437089
151074000.0,2.0,4.0,140.0,134.0,0.0,-33.566511,-70.684104
,,,,,,,
151937280.0,2.0,3.0,188.0,115.0,1.0,-33.55799259,-70.78616128
151074000.0,2.0,3.0,170.0,67.0,1.0,-33.61532419,-70.8865616
153036000.0,2.0,5.0,98.0,90.0,0.0,-33.41046352,-70.66141274
153036000.0,2.0,3.0,181.0,90.0,1.0,-33.292713,-70.874069
153036000.0,3.0,3.0,222.0,86.0,0.0,-33.164404,-70.787496
153232200.0,2.0,4.0,80.0,54.0,0.0,-33.36950875,-70.63371744
153389160.0,2.0,4.0,114.0,114.0,0.0,-33.462413,-70.698754
154998000.0,4.0,7.0,300.0,83.0,0.0,-33.442908,-70.749209
154605600.0,2.0,3.0,190.0,74.0,1.0,-33.577682,-70.571811
154095480.0,3.0,3.0,150.0,78.0,1.0,-33.75249804,-70.73919493
154958760.0,2.0,4.0,281.0,95.0,0.0,-33.611861,-70.566754
154958760.0,2.0,3.0,145.0,71.0,0.0,-33.60383428,-70.58534776
154958760.0,2.0,3.0,130.0,125.0,0.0,-33.482323,-70.638657
154958760.0,2.0,5.0,274.0,144.0,1.0,-33.54230666,-70.58416206
154958760.0,2.0,3.0,130.0,125.0,0.0,-33.482323,-70.638657
154958760.0,2.0,4.0,120.0,65.0,1.0,-33.551907,-70.593407
154958760.0,2.0,4.0,163.0,130.0,1.0,-33.329365,-70.749352
154958760.0,2.0,3.0,160.0,105.0,0.0,-33.525242,-70.786736
154958760.0,2.0,3.0,147.0,115.0,0.0,-33.394031,-70.668131
154958760.0,2.0,3.0,182.0,80.0,1.0,-33.5621,-70.560515
154958760.0,2.0,5.0,179.0,149.0,0.0,-33.410778,-70.673336
154958760.0,2.0,2.0,166.0,90.0,1.0,-33.731996,-70.750358
155272680.0,1.0,3.0,235.0,123.0,0.0,-33.410704,-70.631018
155390400.0,3.0,6.0,205.0,150.0,1.0,-33.497494,-70.590729
156057480.0,1.0,4.0,174.0,120.0,1.0,-33.468098,-70.753142
154958760.0,2.0,3.0,98.0,62.0,0.0,-33.52422779,-70.65967093
156567600.0,2.0,3.0,140.0,1.0,0.0,-33.59506511,-70.54296925
156567600.0,3.0,3.0,178.0,81.0,0.0,-33.322762,-70.748238
156567600.0,2.0,3.0,101.0,59.0,0.0,-33.595359,-70.541994
156567600.0,2.0,3.0,101.0,59.0,0.0,-33.59595,-70.542392
156567600.0,2.0,3.0,101.0,59.0,0.0,-33.595359,-70.541994
156567600.0,2.0,2.0,300.0,60.0,0.0,-33.400745,-70.751958
156567600.0,2.0,3.0,180.0,73.0,0.0,-33.53587881,-70.56849621
156567600.0,3.0,4.0,159.0,107.0,0.0,-33.499631,-70.783742
156960000.0,2.0,4.0,162.0,120.0,1.0,-33.464031,-70.559166
156960000.0,2.0,4.0,132.0,128.0,0.0,-33.561209,-70.555613
156960000.0,3.0,4.0,180.0,100.0,0.0,-33.629452,-70.67783
157313160.0,3.0,4.0,199.0,129.0,0.0,-33.454488,-70.748636
156960000.0,2.0,3.0,110.0,100.0,1.0,-33.41956847,-70.67615444
157941000.0,2.0,3.0,184.0,72.0,0.0,-33.501611,-70.565096
158372640.0,2.0,3.0,120.0,120.0,0.0,-33.5897396,-70.57696584
157941000.0,3.0,4.0,140.0,90.0,0.0,-33.560222,-70.54339
