precio,banos,dormitorios,superficie_total,superficie_construida,estacionamiento,latitud,longitud,comuna
256058394.0,4.0,4.0,272.0,168.0,1.0,-33.4279488,-70.6877598,Quinta Normal
90000000.0,1.0,3.0,162.0,80.0,1.0,-33.3771848,-70.6619258,Conchalí
125000000.0,1.0,3.0,0.0,0.0,1.0,-33.5493714,-70.6460723,San Ramón
250000000.0,2.0,5.0,360.0,212.0,1.0,-33.4755536,-70.6076285,Macul
155000000.0,2.0,4.0,120.0,55.0,1.0,-33.5519331,-70.5928502,La Florida
2560583939.0,8.0,6.0,2000.0,1497.0,1.0,-33.2917854,-70.6463603,Colina
120000000.0,1.0,3.0,100.0,-20.0,1.0,-33.4183209,-70.6741233,Independencia
100000000.0,1.0,3.0,96.0,45.0,1.0,-33.624853,-70.6815214,San Bernardo
1260595170.0,6.0,5.0,700.0,440.0,1.0,-33.3407511,-70.5264034,Lo Barnechea
93000000.0,1.0,4.0,120.0,-20.0,1.0,-33.289361,-70.7699575,Lampa
78000000.0,2.0,2.0,122.0,62.0,1.0,-33.469707,-70.6975873,Estación Central
110000000.0,2.0,4.0,120.0,20.0,0.0,-33.4205003,-70.6429148,Recoleta
97982280.0,2.0,3.0,93.0,82.0,1.0,-33.55061939,-70.79310466,Maipú
113796000.0,2.0,3.0,108.0,66.0,1.0,-33.561115,-70.791336,Maipú
98884800.0,2.0,3.0,96.0,60.0,1.0,-33.61085744,-70.67702961,San Bernardo
84954600.0,1.0,2.0,141.0,90.0,0.0,-33.511994,-70.793095,Maipú
122860440.0,1.0,2.0,99.0,78.0,1.0,-33.468723,-70.672508,Santiago
154998000.0,3.0,3.0,130.0,126.0,0.0,-33.48363,-70.767531,Maipú
145188000.0,2.0,3.0,309.0,159.0,1.0,-33.501958,-70.631219,San Joaquín
136947600.0,1.0,3.0,205.0,70.0,1.0,-33.419662,-70.69606,Quinta Normal
139969080.0,2.0,5.0,204.0,140.0,0.0,-33.443822,-70.733684,Lo Prado
159942240.0,1.0,3.0,170.0,90.0,0.0,-33.512448,-70.75794,Maipú
219940200.0,2.0,5.0,165.85,144.34,1.0,-33.498794,-70.604884,Macul
219940200.0,4.0,5.0,145.75,145.75,1.0,-33.464914,-70.76146,Maipú
241326000.0,2.0,3.0,200.0,101.0,0.0,-33.466045,-70.599844,Ñuñoa
239364000.0,2.0,3.0,203.0,107.0,1.0,-33.47353,-70.609978,Ñuñoa
175402800.0,1.0,2.0,500.0,130.0,0.0,-33.526339,-70.617238,La Granja
245250000.0,3.0,4.0,200.0,150.0,0.0,-33.352128,-70.6819,Huechuraba
313135200.0,4.0,4.0,345.0,140.0,1.0,-33.56551337,-70.83007094,Padre Hurtado
376704000.0,2.0,4.0,325.0,194.0,0.0,-33.456135,-70.584301,Ñuñoa
349942320.0,3.0,7.0,318.0,198.0,0.0,-33.451248,-70.665535,Santiago
384944400.0,2.0,4.0,365.0,116.0,0.0,-33.452136,-70.609547,Ñuñoa
468918000.0,3.0,6.0,525.0,203.0,1.0,-33.489136,-70.596832,Macul
627840000.0,4.0,5.0,720.0,230.0,1.0,-33.322683,-70.675233,Colina
501487200.0,2.0,3.0,280.0,200.0,1.0,-33.453019,-70.606984,Ñuñoa
607827600.0,5.0,4.0,5183.0,270.0,1.0,-33.23792755,-70.71814135,Colina
502272000.0,4.0,5.0,648.0,229.0,0.0,-33.443823,-70.563574,La Reina
835812000.0,4.0,4.0,604.0,226.0,1.0,-33.31658707,-70.5498238,Lo Barnechea
74987640.0,2.0,3.0,203.0,114.0,,-33.622597,-70.625718,Puente Alto
84954600.0,1.0,3.0,171.66,91.54,1.0,-33.367776,-70.731698,Quilicura
863280000.0,4.0,5.0,1230.0,340.0,,-33.45616319,-70.82242461,Pudahuel
174971160.0,3.0,3.0,250.0,120.0,1.0,-33.5988383,-70.85437067,Peñaflor
172656000.0,3.0,5.0,180.0,150.0,0.0,-33.449379,-70.71003,Lo Prado
233517240.0,2.0,2.0,116.0,86.0,1.0,-33.460802,-70.55329,La Reina
185958360.0,1.0,3.0,200.0,121.0,1.0,-33.512538,-70.754446,Maipú
145188000.0,2.0,3.0,115.0,100.0,0.0,-33.497154,-70.740578,Maipú
251136000.0,3.0,4.0,271.0,112.0,1.0,-33.22811129,-70.6809994,Colina
480690000.0,2.0,3.0,388.0,112.0,1.0,-33.44619401,-70.61682483,Providencia
301716360.0,4.0,4.0,296.0,220.0,1.0,-33.504124,-70.748744,Maipú
337464000.0,3.0,4.0,320.0,133.0,1.0,-33.51761509,-70.54126031,La Florida
329929920.0,2.0,4.0,490.0,100.0,1.0,-33.516082,-70.671305,La Cisterna
623916000.0,5.0,5.0,864.0,269.0,1.0,-33.497817,-70.533188,Peñalolén
156567600.0,2.0,3.0,115.0,77.0,1.0,-33.592495,-70.543411,Puente Alto
137967840.0,2.0,3.0,117.0,70.0,1.0,-33.55047362,-70.5833719,La Florida
98453160.0,1.0,4.0,179.0,90.0,0.0,-33.534901,-70.63282,La Granja
134946360.0,2.0,3.0,204.7,104.7,1.0,-33.42187053,-70.67060735,Independencia
741636000.0,4.0,5.0,463.0,210.0,1.0,-33.454947,-70.524294,La Reina
176580000.0,2.0,4.0,207.0,120.0,1.0,-33.582206,-70.579824,Puente Alto
188038080.0,2.0,5.0,145.0,132.0,0.0,-33.522825,-70.762235,Maipú
278604000.0,3.0,4.0,234.0,120.0,,-33.46320757,-70.85913724,Pudahuel
243288000.0,3.0,4.0,200.0,120.0,1.0,-33.38384983,-70.73069849,Quilicura
365402880.0,2.0,4.0,378.0,143.48,1.0,-33.504845,-70.597511,Macul
57957480.0,1.0,4.0,60.0,56.0,,-33.602225,-70.679498,San Bernardo
64981440.0,2.0,3.0,60.0,18.0,0.0,-33.58517,-70.630823,La Pintana
135378000.0,2.0,2.0,194.0,100.0,1.0,-33.352978,-70.724709,Quilicura
94176000.0,2.0,2.0,117.0,80.0,0.0,-33.55000983,-70.79798771,Maipú
74987640.0,1.0,3.0,60.0,50.0,1.0,-33.598774,-70.560593,Puente Alto
161668800.0,2.0,3.0,123.0,101.0,0.0,-33.472565,-70.740852,Maipú
164964960.0,1.0,3.0,198.0,84.0,,-33.47746023,-70.58402371,Macul
169948440.0,2.0,3.0,130.0,73.0,1.0,-33.513255,-70.766186,Maipú
184428000.0,3.0,4.0,113.0,83.0,1.0,-33.482628,-70.529701,Peñalolén
219744000.0,2.0,3.0,200.0,200.0,1.0,-33.518715,-70.609451,La Florida
252941040.0,3.0,4.0,370.0,120.0,1.0,-33.585873,-70.507662,Puente Alto
39240.0,1.0,3.0,116.0,35.0,0.0,-33.501671,-70.567352,Peñalolén
438899400.0,3.0,3.0,227.0,137.0,1.0,-33.398907,-70.556465,Las Condes
0.0,1.0,2.0,106.0,52.0,0.0,-33.609481,-70.680409,San Bernardo
290729160.0,4.0,5.0,294.0,140.0,1.0,-33.53429523,-70.53955161,La Florida
117720.0,2.0,4.0,325.0,98.0,0.0,-33.592271,-70.704493,San Bernardo
8083440.0,2.0,3.0,129.6,75.33,1.0,-33.33232419,-70.76769087,Lampa
34884360.0,1.0,3.0,60.0,56.0,0.0,-33.561143,-70.619467,La Pintana
313920.0,4.0,7.0,600.0,148.0,0.0,-33.525281,-70.622025,La Granja
39985560.0,2.0,3.0,100.0,70.0,0.0,-33.395317,-71.130257,Curacaví
44969040.0,1.0,2.0,64.0,64.0,0.0,-33.462135,-70.650505,Santiago
46970280.0,1.0,3.0,3438.0,3372.0,0.0,-33.560882,-70.625539,La Pintana
47990520.0,1.0,3.0,66.0,33.0,1.0,-33.558605,-70.619774,La Pintana
49991760.0,1.0,2.0,200.0,47.0,0.0,-33.291185,-70.887152,Lampa
46970280.0,1.0,2.0,61.14,47.85,0.0,-33.19368,-70.669731,Colina
50619600.0,1.0,3.0,125.0,65.0,0.0,-33.512966,-70.7832,Maipú
51482880.0,1.0,2.0,60.3,59.0,0.0,-33.558437,-70.6129,La Pintana
51639840.0,2.0,6.0,140.0,80.0,0.0,-33.593151,-70.609542,La Pintana
50972760.0,1.0,2.0,70.0,57.0,0.0,-33.56558512,-70.61015902,La Florida
52974000.0,1.0,2.0,80.0,45.0,0.0,-33.734462,-70.681679,Buin
52974000.0,1.0,3.0,100.0,45.0,0.0,-33.681953,-71.230499,Melipilla
52974000.0,1.0,2.0,90.0,36.0,1.0,-33.423935,-70.758293,Cerro Navia
52974000.0,1.0,3.0,140.0,90.0,0.0,-33.58517,-70.630823,La Pintana
52974000.0,1.0,3.0,66.0,33.0,0.0,-33.58517,-70.630823,La Pintana
52974000.0,1.0,3.0,140.0,90.0,0.0,-33.58517,-70.630823,La Pintana
54975240.0,2.0,2.0,146.0,80.0,0.0,-33.587215,-70.607071,Puente Alto
54975240.0,1.0,3.0,300.0,300.0,0.0,-33.621861,-70.603859,Puente Alto
54975240.0,1.0,3.0,130.0,50.0,0.0,-33.599009,-70.68675,San Bernardo
55956240.0,1.0,2.0,129.0,45.0,0.0,-33.55237,-70.642616,San Ramón
57172680.0,1.0,2.0,95.0,40.0,0.0,-33.40788761,-70.73808181,Renca
57957480.0,1.0,3.0,100.0,70.0,0.0,-33.402191,-71.129254,Curacaví
57957480.0,1.0,2.0,80.0,60.0,0.0,-33.61433469,-70.62317718,Puente Alto
58467600.0,1.0,3.0,73.0,64.0,1.0,-33.562511,-70.654839,La Pintana
58977720.0,1.0,3.0,150.0,150.0,0.0,-33.581223,-70.632887,La Pintana
59958720.0,2.0,5.0,105.0,92.0,1.0,-33.617046,-70.598495,Puente Alto
59958720.0,2.0,3.0,95.0,38.0,1.0,-33.556363,-70.613084,La Pintana
59958720.0,1.0,3.0,100.0,70.0,0.0,-33.3953592,-71.13056184,Curacaví
59958720.0,1.0,3.0,100.0,70.0,0.0,-33.556536,-70.646466,La Pintana
59958720.0,2.0,3.0,95.0,38.0,0.0,-33.556363,-70.613084,La Pintana
59958720.0,1.0,2.0,55.0,55.0,0.0,-33.433248,-70.637541,Recoleta
62391600.0,1.0,3.0,90.0,84.0,0.0,-33.614967,-70.619621,Puente Alto
60822000.0,1.0,3.0,70.0,66.0,0.0,-33.46047611,-70.64552015,Santiago
61606800.0,1.0,2.0,80.12,47.88,1.0,-33.63203,-70.614731,Puente Alto
62862480.0,1.0,3.0,150.0,75.0,0.0,-33.675454,-70.97741,El Monte
61959960.0,2.0,4.0,100.0,70.0,0.0,-33.571899,-70.806697,Padre Hurtado
62980200.0,1.0,3.0,112.0,54.0,1.0,-33.190764,-70.664355,Colina
63961200.0,1.0,4.0,160.0,94.0,0.0,-33.685565,-71.025139,El Monte
63961200.0,1.0,2.0,57.0,57.0,0.0,-33.417298,-70.663541,Independencia
64981440.0,1.0,3.0,70.0,56.0,0.0,-33.62951,-70.604573,Puente Alto
64981440.0,1.0,3.0,71.0,51.0,0.0,-33.5663712,-70.60031247,La Florida
64981440.0,1.0,2.0,112.0,40.0,1.0,-33.678852,-70.947304,Talagante
64981440.0,2.0,3.0,60.0,60.0,0.0,-33.510334,-70.785805,Maipú
64981440.0,1.0,5.0,81.0,42.0,0.0,-33.629125,-70.617835,Puente Alto
64981440.0,1.0,3.0,190.0,114.0,0.0,-33.555004,-70.613632,La Granja
64981440.0,2.0,3.0,70.0,60.0,1.0,-33.603149,-70.867035,Peñaflor
64981440.0,1.0,2.0,107.0,33.0,0.0,-33.81544,-70.739734,Paine
64981440.0,1.0,2.0,70.0,61.0,0.0,-33.671745,-70.941386,Talagante
64981440.0,1.0,2.0,70.0,60.0,1.0,-33.600346,-70.681168,San Bernardo
64981440.0,1.0,3.0,147.0,70.0,0.0,-33.51159384,-70.6978902,Lo Espejo
64981440.0,2.0,3.0,105.0,32.0,0.0,-33.445213,-70.759903,Pudahuel
66982680.0,1.0,2.0,68.0,52.0,0.0,-33.565091,-70.629649,La Pintana
66982680.0,1.0,5.0,117.0,55.0,0.0,-33.805857,-70.729826,Paine
66982680.0,1.0,2.0,60.0,57.0,0.0,-33.595397,-70.686214,San Bernardo
66315600.0,1.0,3.0,6.0,5.0,0.0,-33.442592,-70.760216,Pudahuel
66472560.0,1.0,2.0,60.0,50.0,0.0,-33.573473,-70.799043,Padre Hurtado
67963680.0,1.0,2.0,76.0,41.0,1.0,-33.538752,-70.775519,Maipú
67100400.0,1.0,2.0,105.0,52.5,1.0,-33.575515,-70.686375,El Bosque
67100400.0,1.0,3.0,120.0,98.0,0.0,-33.472534,-70.705986,Estación Central
67963680.0,3.0,5.0,100.0,39.0,1.0,-33.576959,-70.669247,El Bosque
67963680.0,1.0,4.0,176.0,104.0,1.0,-33.612667,-70.623611,Puente Alto
67963680.0,1.0,2.0,70.0,60.0,0.0,-33.671764,-70.941471,Talagante
67963680.0,1.0,3.0,57.0,52.0,0.0,-33.565952,-70.610934,La Florida
67963680.0,1.0,2.0,70.0,56.0,0.0,-33.367776,-70.731698,Quilicura
67963680.0,1.0,3.0,108.0,60.0,1.0,-33.6757733,-71.2062356,Melipilla
68277600.0,1.0,2.0,100.0,72.0,0.0,-33.367611,-70.752129,Quilicura
68316840.0,1.0,1.0,63.56,50.97,1.0,-33.630018,-70.68826,San Bernardo
68670000.0,1.0,3.0,70.0,58.0,0.0,-33.498096,-70.677437,Pedro Aguirre Cerda
68670000.0,1.0,3.0,100.0,65.0,1.0,-33.561224,-70.645897,La Pintana
68866200.0,1.0,2.0,100.0,50.0,0.0,-33.71330364,-70.74195601,Buin
68983920.0,1.0,2.0,110.0,60.0,0.0,-33.571797,-70.709019,San Bernardo
69886440.0,1.0,2.0,60.0,45.0,1.0,-33.542362,-70.770218,Maipú
68983920.0,1.0,2.0,60.0,57.0,0.0,-33.595397,-70.686214,San Bernardo
68983920.0,1.0,2.0,74.0,62.0,1.0,-33.622898,-70.62653,Puente Alto
69258600.0,1.0,3.0,125.0,96.0,1.0,-33.71034817,-70.53215079,Pirque
68983920.0,1.0,2.0,74.0,62.0,1.0,-33.622898,-70.62653,Puente Alto
69964920.0,1.0,3.0,135.0,74.0,0.0,-33.56667223,-70.60891195,La Florida
69964920.0,1.0,2.0,65.0,65.0,1.0,-33.584278,-70.599411,Puente Alto
69964920.0,1.0,2.0,1.0,1.0,0.0,-33.410867,-70.745173,Renca
69964920.0,1.0,3.0,220.0,55.0,0.0,-33.608041,-70.587601,Puente Alto
69964920.0,2.0,6.0,340.0,140.0,0.0,-33.900865,-70.661017,Paine
69964920.0,1.0,2.0,62.0,44.0,1.0,-33.363176,-70.75659,Quilicura
69964920.0,1.0,2.0,65.0,59.0,1.0,-33.57311255,-70.80067981,Padre Hurtado
69964920.0,1.0,2.0,90.0,60.0,0.0,-33.599416,-70.531155,Puente Alto
69964920.0,2.0,3.0,166.0,45.0,0.0,-33.419827,-70.713646,Quinta Normal
69964920.0,1.0,2.0,70.0,55.0,0.0,-33.6188978,-70.61485017,Puente Alto
70239600.0,1.0,3.0,100.0,50.0,0.0,-33.720338,-70.739857,Buin
70553520.0,1.0,2.0,98.0,74.0,0.0,-33.589851,-70.627077,La Pintana
70632000.0,1.0,2.0,80.0,50.0,0.0,-33.630255,-70.615601,Puente Alto
70985160.0,1.0,3.0,115.0,60.0,0.0,-33.603973,-70.555611,Puente Alto
70985160.0,2.0,5.0,247.0,129.0,0.0,-33.561977,-70.636044,La Pintana
71456040.0,1.0,3.0,75.0,55.0,1.0,-33.519024,-70.79517,Maipú
71966160.0,1.0,3.0,100.0,44.0,1.0,-33.430127,-70.752308,Pudahuel
71966160.0,2.0,3.0,60.0,50.0,1.0,-33.434439,-70.763452,Pudahuel
71573760.0,1.0,4.0,140.0,105.0,0.0,-33.50415,-70.693555,Lo Espejo
71966160.0,1.0,4.0,140.0,115.0,0.0,-33.430309,-70.723857,Cerro Navia
72986400.0,1.0,3.0,816.0,155.0,0.0,-33.282809,-70.887652,Lampa
72201600.0,1.0,2.0,110.0,43.0,1.0,-33.722161,-70.744992,Buin
73378800.0,1.0,4.0,120.0,90.0,0.0,-33.5726,-70.607567,Puente Alto
72986400.0,2.0,2.0,145.0,82.0,0.0,-33.513241,-70.563708,La Florida
72986400.0,1.0,3.0,61.0,43.0,0.0,-33.602183,-70.675364,San Bernardo
73967400.0,1.0,3.0,180.0,100.0,0.0,-33.630308,-70.606628,Puente Alto
73967400.0,1.0,4.0,102.0,51.0,1.0,-33.293069,-70.884964,Lampa
74556000.0,1.0,2.0,70.0,40.0,0.0,-33.51216464,-70.58541715,La Florida
74556000.0,1.0,3.0,135.0,68.0,0.0,-33.51919704,-70.636013,La Granja
74556000.0,1.0,3.0,56.0,50.0,0.0,-33.354709,-70.747466,Quilicura
74556000.0,1.0,2.0,73.0,55.0,0.0,-33.360964,-70.717606,Quilicura
74556000.0,1.0,3.0,120.0,60.0,0.0,-33.63349,-70.759711,Calera de Tango
74556000.0,1.0,2.0,64.0,54.0,0.0,-33.573148,-70.798644,Padre Hurtado
74556000.0,2.0,3.0,90.0,80.0,1.0,-33.620246,-70.610044,Puente Alto
74556000.0,1.0,2.0,70.0,40.0,0.0,-33.51127728,-70.58588513,La Florida
74987640.0,3.0,3.0,300.0,150.0,0.0,-33.69559,-71.216682,Melipilla
74987640.0,2.0,4.0,79.0,69.0,1.0,-33.80406,-70.733079,Paine
74987640.0,1.0,3.0,110.0,89.0,0.0,-33.548255,-70.768501,Maipú
74987640.0,1.0,2.0,137.0,44.0,1.0,-33.362497,-70.755236,Quilicura
74987640.0,2.0,4.0,80.0,70.0,0.0,-33.191555,-70.674523,Colina
74987640.0,1.0,2.0,145.0,58.0,0.0,-33.55423517,-70.61334047,La Granja
74987640.0,1.0,3.0,80.0,70.0,0.0,-33.490349,-70.729408,Cerrillos
74987640.0,1.0,3.0,200.0,68.0,1.0,-33.506734,-70.672779,Pedro Aguirre Cerda
74987640.0,1.0,2.0,119.0,51.0,0.0,-33.49917,-70.681379,Pedro Aguirre Cerda
74987640.0,2.0,3.0,75.0,56.0,1.0,-33.613175,-70.586285,Puente Alto
74987640.0,1.0,2.0,60.0,54.0,0.0,-33.60075152,-70.5581581,Puente Alto
75105360.0,1.0,3.0,94.0,60.0,1.0,-33.57875,-70.662408,El Bosque
74987640.0,1.0,3.0,106.0,106.0,0.0,-33.674208,-70.990256,El Monte
75537000.0,1.0,3.0,100.0,53.3,1.0,-33.300576,-70.879831,Lampa
75340800.0,2.0,4.0,80.0,72.0,0.0,-33.588297,-70.603795,Puente Alto
75968640.0,1.0,2.0,100.0,50.0,1.0,-33.723889,-70.747952,Buin
76910400.0,1.0,2.0,92.0,65.0,0.0,-33.438264,-70.703799,Quinta Normal
77459760.0,1.0,3.0,145.0,75.0,0.0,-33.486263,-70.670525,Pedro Aguirre Cerda
76910400.0,1.0,2.0,92.0,65.0,0.0,-33.438264,-70.703799,Quinta Normal
77695200.0,1.0,5.0,100.0,72.0,0.0,-33.4053,-70.740542,Renca
78480000.0,1.0,2.0,68.0,50.0,1.0,-33.602728,-70.878985,Peñaflor
77969880.0,1.0,2.0,100.0,60.0,1.0,-33.505874,-70.777844,Maipú
77969880.0,1.0,3.0,90.0,52.0,1.0,-33.585304,-70.552147,Puente Alto
77969880.0,1.0,3.0,87.0,51.0,0.0,-33.806272,-70.73797,Paine
77969880.0,2.0,3.0,80.0,65.0,1.0,-33.538982,-70.775284,Maipú
79461000.0,1.0,3.0,100.0,85.0,1.0,-33.555664,-70.610558,La Florida
79657200.0,2.0,3.0,207.0,187.0,0.0,-33.683006,-71.230881,Melipilla
78480000.0,1.0,3.0,99.0,77.0,1.0,-33.609514,-70.575425,Puente Alto
78950880.0,1.0,3.0,70.0,50.0,1.0,-33.601474,-70.677386,San Bernardo
79147080.0,1.0,2.0,61.0,44.0,0.0,-33.54928823,-70.79432457,Maipú
79971120.0,2.0,3.0,57.0,55.0,0.0,-33.515953,-70.627571,San Joaquín
79971120.0,1.0,2.0,52.0,52.0,0.0,-33.630647,-70.688941,San Bernardo
79971120.0,1.0,3.0,78.0,48.0,0.0,-33.656168,-70.917349,Talagante
79971120.0,2.0,2.0,85.0,68.0,0.0,-33.59829,-70.562536,Puente Alto
79971120.0,1.0,2.0,83.0,42.0,0.0,-33.722275,-70.745638,Buin
79971120.0,1.0,4.0,160.0,100.0,1.0,-33.733074,-70.682214,Buin
79971120.0,1.0,2.0,60.0,52.0,0.0,-33.629677,-70.688904,San Bernardo
79971120.0,1.0,2.0,186.0,57.0,0.0,-33.476664,-70.542572,Peñalolén
79971120.0,1.0,4.0,111.0,70.0,1.0,-33.408484,-70.735074,Renca
79971120.0,1.0,3.0,68.0,65.0,0.0,-33.472041,-70.706501,Estación Central
79971120.0,1.0,3.0,90.0,60.0,0.0,-33.677009,-70.943213,Talagante
80088840.0,1.0,3.0,160.0,80.0,0.0,-33.424558,-70.736258,Cerro Navia
79971120.0,2.0,3.0,104.0,95.0,0.0,-33.616341,-70.598976,Puente Alto
80402760.0,1.0,3.0,95.0,95.0,1.0,-33.501758,-70.740062,Maipú
79971120.0,1.0,3.0,60.0,50.0,1.0,-33.55125556,-70.61476888,La Granja
80677440.0,1.0,3.0,102.0,42.0,0.0,-33.586746,-70.60257,Puente Alto
80952120.0,1.0,3.0,119.0,100.0,0.0,-33.351322,-70.75164,Quilicura
80952120.0,2.0,3.0,161.0,96.0,0.0,-33.402372,-70.718441,Renca
80912880.0,1.0,2.0,83.0,62.0,1.0,-33.484077,-70.76363,Maipú
81972360.0,1.0,4.0,276.0,144.0,0.0,-33.557542,-70.612726,La Pintana
81972360.0,1.0,3.0,150.0,132.0,0.0,-33.558933,-70.563988,La Florida
82796400.0,2.0,4.0,900.0,250.0,0.0,-33.563181,-70.607544,La Florida
82050840.0,1.0,3.0,120.0,74.0,0.0,-33.548624,-70.774273,Maipú
81972360.0,1.0,3.0,100.0,80.0,0.0,-33.294357,-70.883377,Lampa
81972360.0,2.0,3.0,65.0,58.0,1.0,-33.586674,-70.810503,Padre Hurtado
82796400.0,1.0,3.0,220.0,120.0,0.0,-33.456459,-70.689062,Estación Central
82953360.0,1.0,3.0,95.0,53.0,1.0,-33.300576,-70.879831,Lampa
82953360.0,2.0,3.0,179.0,92.0,0.0,-33.608621,-70.893665,Peñaflor
82992600.0,1.0,2.0,100.0,60.0,0.0,-33.446723,-70.74326,Pudahuel
83110320.0,1.0,3.0,107.0,65.0,0.0,-33.407736,-70.731838,Renca
83973600.0,1.0,3.0,95.0,92.0,1.0,-33.51225171,-70.79344981,Maipú
83973600.0,2.0,3.0,130.0,60.0,1.0,-33.612358,-70.585243,Puente Alto
83973600.0,1.0,3.0,60.0,51.0,0.0,-33.501465,-70.784507,Maipú
84130560.0,2.0,3.0,163.0,103.0,0.0,-33.460604,-70.689088,Estación Central
83581200.0,1.0,3.0,144.0,78.0,1.0,-33.48314882,-70.56287674,Peñalolén
84209040.0,2.0,3.0,75.0,65.0,0.0,-33.497761,-70.735811,Maipú
84954600.0,1.0,4.0,160.0,160.0,,-33.45463,-70.690624,Estación Central
84679920.0,1.0,2.0,113.0,40.0,0.0,-33.595726,-70.683441,San Bernardo
84954600.0,1.0,3.0,146.0,88.0,0.0,-33.58096117,-70.55559221,Puente Alto
84954600.0,1.0,3.0,146.0,88.0,0.0,-33.58096117,-70.55559221,Puente Alto
84954600.0,1.0,2.0,224.0,85.0,0.0,-33.534459,-70.605279,La Florida
84954600.0,1.0,2.0,120.0,70.0,0.0,-33.542549,-70.78653,Maipú
84954600.0,2.0,4.0,194.0,112.0,0.0,-33.616423,-70.877684,Peñaflor
84954600.0,2.0,3.0,90.0,75.0,1.0,-33.624052,-70.703823,San Bernardo
84954600.0,1.0,3.0,112.0,63.8,0.0,-33.561184,-70.648109,La Pintana
84954600.0,1.0,2.0,69.0,48.0,1.0,-33.589386,-70.563431,Puente Alto
84954600.0,1.0,3.0,87.0,45.0,0.0,-33.456409,-70.764067,Pudahuel
84954600.0,1.0,3.0,152.0,80.0,0.0,-33.354229,-70.744716,Quilicura
84954600.0,1.0,3.0,152.0,80.0,0.0,-33.352275,-70.720111,Quilicura
84954600.0,1.0,3.0,100.0,55.0,0.0,-33.285295,-70.882929,Lampa
84954600.0,1.0,2.0,104.7,72.61,0.0,-33.430419,-70.752488,Pudahuel
84954600.0,1.0,2.0,115.0,40.0,0.0,-33.555776,-70.57331,La Florida
84954600.0,1.0,3.0,70.0,60.0,0.0,-33.711988,-70.738838,Buin
84954600.0,1.0,3.0,100.0,51.0,1.0,-33.293782,-70.872431,Lampa
84954600.0,1.0,3.0,80.0,53.0,1.0,-33.354243,-70.744712,Quilicura
85543200.0,2.0,3.0,80.0,75.0,1.0,-33.37009976,-70.7170544,Quilicura
84954600.0,1.0,3.0,82.0,80.0,0.0,-33.577309,-70.561072,Puente Alto
84954600.0,1.0,3.0,90.0,60.0,0.0,-33.56286401,-70.56785936,Puente Alto
84954600.0,2.0,4.0,65.0,65.0,1.0,-33.460612,-70.744723,Pudahuel
85347000.0,1.0,2.0,76.0,50.0,0.0,-33.54727,-70.76094,Maipú
85974840.0,2.0,3.0,85.8,72.0,1.0,-33.59565,-70.570989,Puente Alto
85974840.0,1.0,2.0,130.0,48.0,1.0,-33.542187,-70.775598,Maipú
85974840.0,1.0,3.0,60.0,56.0,0.0,-33.501465,-70.784507,Maipú
85974840.0,1.0,2.0,118.0,57.0,0.0,-33.554558,-70.621796,La Granja
85974840.0,1.0,3.0,60.0,51.0,0.0,-33.504383,-70.797215,Maipú
86328000.0,2.0,2.0,132.0,80.0,0.0,-33.573857,-70.563782,Puente Alto
86328000.0,1.0,3.0,176.0,84.0,0.0,-33.382505,-70.671366,Conchalí
,,,,,,,,
86328000.0,1.0,2.0,135.0,72.0,0.0,-33.401216,-70.711087,Renca
86328000.0,1.0,3.0,120.0,80.0,0.0,-33.406968,-70.724361,Renca
86955840.0,2.0,3.0,87.0,87.0,1.0,-33.36104,-70.748951,Quilicura
86955840.0,1.0,3.0,180.0,70.0,0.0,-33.181444,-70.658446,Colina
86995080.0,1.0,2.0,101.0,63.0,1.0,-33.559575,-70.554645,Puente Alto
86955840.0,1.0,3.0,180.0,70.0,0.0,-33.181444,-70.658446,Colina
86955840.0,1.0,3.0,75.0,50.0,0.0,-33.609514,-70.575425,Puente Alto
87976080.0,2.0,3.0,100.0,80.0,0.0,-33.64688166,-70.66194424,San Bernardo
87976080.0,1.0,2.0,162.0,78.0,0.0,-33.550156,-70.647247,San Ramón
88486200.0,1.0,4.0,180.0,111.0,0.0,-33.569203,-70.664705,El Bosque
88290000.0,1.0,3.0,220.0,50.0,0.0,-33.724076,-70.736225,Buin
87976080.0,1.0,3.0,131.0,75.0,0.0,-33.539367,-70.776662,Maipú
88957080.0,2.0,6.0,265.0,146.0,0.0,-33.616832,-70.592179,Puente Alto
89467200.0,2.0,5.0,108.0,90.0,0.0,-33.817636,-70.741017,Paine
89859600.0,1.0,4.0,110.0,75.0,1.0,-33.478146,-70.731888,Maipú
88957080.0,1.0,3.0,70.0,50.0,0.0,-33.596115,-70.604599,Puente Alto
88957080.0,3.0,5.0,222.0,150.0,0.0,-33.581963,-70.590355,Puente Alto
89977320.0,2.0,2.0,190.0,110.0,0.0,-33.567783,-70.567299,Puente Alto
89977320.0,1.0,3.0,131.0,63.0,0.0,-33.466521,-70.699114,Estación Central
89977320.0,1.0,4.0,143.0,106.0,0.0,-33.552265,-70.687485,El Bosque
89977320.0,1.0,4.0,95.0,65.0,0.0,-33.59569255,-70.55602462,Puente Alto
89977320.0,2.0,4.0,150.0,150.0,0.0,-33.349548,-70.745537,Quilicura
89977320.0,2.0,3.0,157.0,85.0,0.0,-33.40990432,-70.74251998,Renca
89977320.0,1.0,3.0,94.0,64.0,0.0,-33.393969,-70.657192,Recoleta
89977320.0,1.0,4.0,162.0,162.0,0.0,-33.416783,-70.739184,Cerro Navia
